"","INVENTORY_ID","PLOT_ID","TREE_ID","species","dead","expan","dbh","g","height","slenderness","bearing","distance"
"823290","IFN4","37_1658_A_1","IFN4_37_1658_A_1_17",21,0,31.8309886183791,17.45,239.155704249931,17.200001,98.567340974212,95,4.5
"823291","IFN4","37_1658_A_1","IFN4_37_1658_A_1_18",21,0,31.8309886183791,15.5,188.691908756237,16.200001,104.516135483871,104,8.6000004
"823292","IFN4","37_1658_A_1","IFN4_37_1658_A_1_19",21,0,31.8309886183791,16.75,220.353272218197,16.299999,97.3134268656716,104,6.9000001
"823293","IFN4","37_1658_A_1","IFN4_37_1658_A_1_20",21,0,31.8309886183791,19,283.528736986479,17.9,94.2105263157895,112,8.6000004
"823294","IFN4","37_1658_A_1","IFN4_37_1658_A_1_21",21,0,31.8309886183791,16,201.061929829747,16.9,105.625,113,3.0999999
"823295","IFN4","37_1658_A_1","IFN4_37_1658_A_1_22",21,0,31.8309886183791,12.8,128.679635091038,15.7,122.65625,126,6.1999998
"823296","IFN4","37_1658_A_1","IFN4_37_1658_A_1_23",21,0,31.8309886183791,18.75,276.116541819415,17.700001,94.4000053333333,131,7.8000002
"823297","IFN4","37_1658_A_1","IFN4_37_1658_A_1_24",21,0,31.8309886183791,17.15,231.003271313866,16.799999,97.9591778425656,135,6.5999999
"823298","IFN4","37_1658_A_1","IFN4_37_1658_A_1_25",21,0,14.1471060526129,27.9,611.361784370208,18.200001,65.2329784946237,140,1.9
"823299","IFN4","37_1658_A_1","IFN4_37_1658_A_1_26",21,0,31.8309886183791,20.95,344.713217410549,18.200001,86.8735131264916,145,7.3000002
"823300","IFN4","37_1658_A_1","IFN4_37_1658_A_1_27",26,0,5.09295817894065,54.7,2349.98199071987,23.6,43.1444241316271,150,15.5
"823301","IFN4","37_1658_A_1","IFN4_37_1658_A_1_28",21,0,31.8309886183791,16.35,209.954600534814,16.799999,102.752287461774,151,8.1000004
"823302","IFN4","37_1658_A_1","IFN4_37_1658_A_1_29",26,0,14.1471060526129,36.3,1034.91130592718,21.200001,58.4022066115703,156,10.1
